,date,region,sales
17333,2019-10-18,south,1746.0
17334,2019-10-18,east,1590.0
17335,2019-10-18,west,1710.0
17360,2019-10-19,north,1647.0
17361,2019-10-19,south,1737.0
17362,2019-10-19,east,1761.0
17363,2019-10-19,west,1587.0
17388,2019-10-20,north,1701.0
17389,2019-10-20,south,1524.0
17390,2019-10-20,east,1677.0
17391,2019-10-20,west,1725.0
17416,2019-10-21,north,1653.0
17417,2019-10-21,south,1686.0
17418,2019-10-21,east,1698.0
17419,2019-10-21,west,1560.0
17444,2019-10-22,north,1515.0
17445,2019-10-22,south,1734.0
17446,2019-10-22,east,1551.0
17447,2019-10-22,west,1713.0
17472,2019-10-23,north,1758.0
17473,2019-10-23,south,1644.0
17474,2019-10-23,east,1758.0
17475,2019-10-23,west,1641.0
17500,2019-10-24,north,1617.0
17501,2019-10-24,south,1611.0
17502,2019-10-24,east,1788.0
17503,2019-10-24,west,1602.0
17528,2019-10-25,north,1638.0
17529,2019-10-25,south,1620.0
17530,2019-10-25,east,1665.0
17531,2019-10-25,west,1500.0
17556,2019-10-26,north,1671.0
17557,2019-10-26,south,1566.0
17558,2019-10-26,east,1740.0
17559,2019-10-26,west,1599.0
17584,2019-10-27,north,1710.0
17585,2019-10-27,south,1668.0
17586,2019-10-27,east,1740.0
17587,2019-10-27,west,1698.0
17612,2019-10-28,north,1503.0
17613,2019-10-28,south,1689.0
17614,2019-10-28,east,1626.0
17615,2019-10-28,west,1674.0
17640,2019-10-29,north,1542.0
17641,2019-10-29,south,1692.0
17642,2019-10-29,east,1719.0
17643,2019-10-29,west,1512.0
17668,2019-10-30,north,1731.0
17669,2019-10-30,south,1644.0
17670,2019-10-30,east,1746.0
17671,2019-10-30,west,1689.0
17696,2019-10-31,north,1800.0
17697,2019-10-31,south,1527.0
17698,2019-10-31,east,1533.0
17699,2019-10-31,west,1800.0
17724,2019-11-01,north,1644.0
17725,2019-11-01,south,1500.0
17726,2019-11-01,east,1800.0
17727,2019-11-01,west,1767.0
17752,2019-11-02,north,1791.0
17753,2019-11-02,south,1776.0
17754,2019-11-02,east,1596.0
17755,2019-11-02,west,1734.0
17780,2019-11-03,north,1542.0
17781,2019-11-03,south,1608.0
17782,2019-11-03,east,1617.0
17783,2019-11-03,west,1623.0
17808,2019-11-04,north,1674.0
17809,2019-11-04,south,1782.0
17810,2019-11-04,east,1680.0
17811,2019-11-04,west,1512.0
17836,2019-11-05,north,1500.0
17837,2019-11-05,south,1668.0
17838,2019-11-05,east,1758.0
17839,2019-11-05,west,1533.0
17864,2019-11-06,north,1785.0
17865,2019-11-06,south,1533.0
17866,2019-11-06,east,1659.0
17867,2019-11-06,west,1506.0
17892,2019-11-07,north,1656.0
17893,2019-11-07,south,1728.0
17894,2019-11-07,east,1728.0
17895,2019-11-07,west,1713.0
17920,2019-11-08,north,1797.0
17921,2019-11-08,south,1686.0
17922,2019-11-08,east,1584.0
17923,2019-11-08,west,1713.0
17948,2019-11-09,north,1665.0
17949,2019-11-09,south,1557.0
17950,2019-11-09,east,1656.0
17951,2019-11-09,west,1767.0
17976,2019-11-10,north,1515.0
17977,2019-11-10,south,1761.0
17978,2019-11-10,east,1767.0
17979,2019-11-10,west,1641.0
18004,2019-11-11,north,1584.0
18005,2019-11-11,south,1545.0
18006,2019-11-11,east,1695.0
18007,2019-11-11,west,1761.0
18032,2019-11-12,north,1701.0
18033,2019-11-12,south,1767.0
18034,2019-11-12,east,1632.0
18035,2019-11-12,west,1704.0
18060,2019-11-13,north,1599.0
18061,2019-11-13,south,1509.0
18062,2019-11-13,east,1728.0
18063,2019-11-13,west,1683.0
18088,2019-11-14,north,1740.0
18089,2019-11-14,south,1626.0
18090,2019-11-14,east,1572.0
18091,2019-11-14,west,1716.0
18116,2019-11-15,north,1641.0
18117,2019-11-15,south,1560.0
18118,2019-11-15,east,1614.0
18119,2019-11-15,west,1605.0
18144,2019-11-16,north,1503.0
18145,2019-11-16,south,1638.0
18146,2019-11-16,east,1662.0
18147,2019-11-16,west,1653.0
18172,2019-11-17,north,1734.0
18173,2019-11-17,south,1599.0
18174,2019-11-17,east,1515.0
18175,2019-11-17,west,1608.0
18200,2019-11-18,north,1566.0
18201,2019-11-18,south,1734.0
18202,2019-11-18,east,1719.0
18203,2019-11-18,west,1773.0
18228,2019-11-19,north,1791.0
18229,2019-11-19,south,1779.0
18230,2019-11-19,east,1641.0
18231,2019-11-19,west,1617.0
18256,2019-11-20,north,1533.0
18257,2019-11-20,south,1527.0
18258,2019-11-20,east,1512.0
18259,2019-11-20,west,1515.0
18284,2019-11-21,north,1734.0
18285,2019-11-21,south,1668.0
18286,2019-11-21,east,1665.0
18287,2019-11-21,west,1644.0
18312,2019-11-22,north,1767.0
18313,2019-11-22,south,1647.0
18314,2019-11-22,east,1665.0
18315,2019-11-22,west,1776.0
18340,2019-11-23,north,1665.0
18341,2019-11-23,south,1632.0
18342,2019-11-23,east,1521.0
18343,2019-11-23,west,1659.0
18368,2019-11-24,north,1623.0
18369,2019-11-24,south,1698.0
18370,2019-11-24,east,1596.0
18371,2019-11-24,west,1674.0
18396,2019-11-25,north,1749.0
18397,2019-11-25,south,1536.0
18398,2019-11-25,east,1734.0
18399,2019-11-25,west,1716.0
18424,2019-11-26,north,1599.0
18425,2019-11-26,south,1500.0
18426,2019-11-26,east,1518.0
18427,2019-11-26,west,1584.0
18452,2019-11-27,north,1551.0
18453,2019-11-27,south,1701.0
18454,2019-11-27,east,1689.0
18455,2019-11-27,west,1746.0
18480,2019-11-28,north,1725.0
18481,2019-11-28,south,1776.0
18482,2019-11-28,east,1707.0
18483,2019-11-28,west,1794.0
18508,2019-11-29,north,1641.0
18509,2019-11-29,south,1653.0
18510,2019-11-29,east,1716.0
18511,2019-11-29,west,1776.0
18536,2019-11-30,north,1797.0
18537,2019-11-30,south,1782.0
18538,2019-11-30,east,1653.0
18539,2019-11-30,west,1596.0
18564,2019-12-01,north,1704.0
18565,2019-12-01,south,1626.0
18566,2019-12-01,east,1617.0
18567,2019-12-01,west,1680.0
18592,2019-12-02,north,1608.0
18593,2019-12-02,south,1713.0
18594,2019-12-02,east,1632.0
18595,2019-12-02,west,1680.0
18620,2019-12-03,north,1791.0
18621,2019-12-03,south,1761.0
18622,2019-12-03,east,1749.0
18623,2019-12-03,west,1626.0
18648,2019-12-04,north,1773.0
18649,2019-12-04,south,1623.0
18650,2019-12-04,east,1662.0
18651,2019-12-04,west,1731.0
18676,2019-12-05,north,1755.0
18677,2019-12-05,south,1602.0
18678,2019-12-05,east,1740.0
18679,2019-12-05,west,1605.0
18704,2019-12-06,north,1680.0
18705,2019-12-06,south,1572.0
18706,2019-12-06,east,1542.0
18707,2019-12-06,west,1779.0
18732,2019-12-07,north,1671.0
18733,2019-12-07,south,1722.0
18734,2019-12-07,east,1728.0
18735,2019-12-07,west,1659.0
18760,2019-12-08,north,1770.0
18761,2019-12-08,south,1632.0
18762,2019-12-08,east,1536.0
18763,2019-12-08,west,1734.0
18788,2019-12-09,north,1584.0
18789,2019-12-09,south,1713.0
18790,2019-12-09,east,1728.0
18791,2019-12-09,west,1725.0
18816,2019-12-10,north,1506.0
18817,2019-12-10,south,1503.0
18818,2019-12-10,east,1521.0
18819,2019-12-10,west,1713.0
18844,2019-12-11,north,1635.0
18845,2019-12-11,south,1506.0
18846,2019-12-11,east,1542.0
18847,2019-12-11,west,1551.0
18872,2019-12-12,north,1623.0
18873,2019-12-12,south,1719.0
18874,2019-12-12,east,1563.0
18875,2019-12-12,west,1791.0
18900,2019-12-13,north,1800.0
18901,2019-12-13,south,1800.0
18902,2019-12-13,east,1740.0
18903,2019-12-13,west,1755.0
18928,2019-12-14,north,1716.0
18929,2019-12-14,south,1632.0
18930,2019-12-14,east,1599.0
18931,2019-12-14,west,1632.0
18956,2019-12-15,north,1725.0
18957,2019-12-15,south,1743.0
18958,2019-12-15,east,1587.0
18959,2019-12-15,west,1608.0
18984,2019-12-16,north,1662.0
18985,2019-12-16,south,1791.0
18986,2019-12-16,east,1773.0
18987,2019-12-16,west,1650.0
19012,2019-12-17,north,1518.0
19013,2019-12-17,south,1749.0
19014,2019-12-17,east,1689.0
19015,2019-12-17,west,1533.0
19040,2019-12-18,north,1533.0
19041,2019-12-18,south,1641.0
19042,2019-12-18,east,1590.0
19043,2019-12-18,west,1740.0
19068,2019-12-19,north,1665.0
19069,2019-12-19,south,1773.0
19070,2019-12-19,east,1503.0
19071,2019-12-19,west,1542.0
19096,2019-12-20,north,1788.0
19097,2019-12-20,south,1773.0
19098,2019-12-20,east,1788.0
19099,2019-12-20,west,1785.0
19124,2019-12-21,north,1605.0
19125,2019-12-21,south,1701.0
19126,2019-12-21,east,1626.0
19127,2019-12-21,west,1623.0
19152,2019-12-22,north,1671.0
19153,2019-12-22,south,1629.0
19154,2019-12-22,east,1725.0
19155,2019-12-22,west,1557.0
19180,2019-12-23,north,1671.0
19181,2019-12-23,south,1662.0
19182,2019-12-23,east,1674.0
19183,2019-12-23,west,1671.0
19208,2019-12-24,north,1620.0
19209,2019-12-24,south,1716.0
19210,2019-12-24,east,1674.0
19211,2019-12-24,west,1686.0
19236,2019-12-25,north,1752.0
19237,2019-12-25,south,1725.0
19238,2019-12-25,east,1545.0
19239,2019-12-25,west,1506.0
19264,2019-12-26,north,1539.0
19265,2019-12-26,south,1716.0
19266,2019-12-26,east,1500.0
19267,2019-12-26,west,1794.0
19292,2019-12-27,north,1716.0
19293,2019-12-27,south,1665.0
19294,2019-12-27,east,1557.0
19295,2019-12-27,west,1620.0
19320,2019-12-28,north,1779.0
19321,2019-12-28,south,1779.0
19322,2019-12-28,east,1752.0
19323,2019-12-28,west,1773.0
19348,2019-12-29,north,1800.0
19349,2019-12-29,south,1773.0
19350,2019-12-29,east,1767.0
19351,2019-12-29,west,1683.0
19376,2019-12-30,north,1542.0
19377,2019-12-30,south,1728.0
19378,2019-12-30,east,1569.0
19379,2019-12-30,west,1659.0
19404,2019-12-31,north,1581.0
19405,2019-12-31,south,1713.0
19406,2019-12-31,east,1533.0
19407,2019-12-31,west,1692.0
19432,2020-01-01,north,1506.0
19433,2020-01-01,south,1659.0
19434,2020-01-01,east,1719.0
19435,2020-01-01,west,1704.0
19460,2020-01-02,north,1767.0
19461,2020-01-02,south,1542.0
19462,2020-01-02,east,1542.0
19463,2020-01-02,west,1629.0
19488,2020-01-03,north,1659.0
19489,2020-01-03,south,1539.0
19490,2020-01-03,east,1734.0
19491,2020-01-03,west,1761.0
19516,2020-01-04,north,1560.0
19517,2020-01-04,south,1767.0
19518,2020-01-04,east,1791.0
19519,2020-01-04,west,1632.0
19544,2020-01-05,north,1716.0
19545,2020-01-05,south,1536.0
19546,2020-01-05,east,1662.0
19547,2020-01-05,west,1680.0
19572,2020-01-06,north,1689.0
19573,2020-01-06,south,1779.0
19574,2020-01-06,east,1512.0
19575,2020-01-06,west,1578.0
19600,2020-01-07,north,1560.0
19601,2020-01-07,south,1581.0
19602,2020-01-07,east,1677.0
19603,2020-01-07,west,1599.0
19628,2020-01-08,north,1713.0
19629,2020-01-08,south,1800.0
19630,2020-01-08,east,1767.0
19631,2020-01-08,west,1752.0
19656,2020-01-09,north,1509.0
19657,2020-01-09,south,1539.0
19658,2020-01-09,east,1671.0
19659,2020-01-09,west,1668.0
19684,2020-01-10,north,1692.0
19685,2020-01-10,south,1584.0
19686,2020-01-10,east,1710.0
19687,2020-01-10,west,1686.0
19712,2020-01-11,north,1617.0
19713,2020-01-11,south,1665.0
19714,2020-01-11,east,1722.0
19715,2020-01-11,west,1551.0
19740,2020-01-12,north,1620.0
19741,2020-01-12,south,1791.0
19742,2020-01-12,east,1662.0
19743,2020-01-12,west,1656.0
19768,2020-01-13,north,1644.0
19769,2020-01-13,south,1659.0
19770,2020-01-13,east,1740.0
19771,2020-01-13,west,1668.0
19796,2020-01-14,north,1566.0
19797,2020-01-14,south,1575.0
19798,2020-01-14,east,1566.0
19799,2020-01-14,west,1578.0
19824,2020-01-15,north,1737.0
19825,2020-01-15,south,1596.0
19826,2020-01-15,east,1776.0
19827,2020-01-15,west,1638.0
19852,2020-01-16,north,1749.0
19853,2020-01-16,south,1752.0
19854,2020-01-16,east,1635.0
19855,2020-01-16,west,1581.0
19880,2020-01-17,north,1521.0
19881,2020-01-17,south,1536.0
19882,2020-01-17,east,1665.0
19883,2020-01-17,west,1782.0
19908,2020-01-18,north,1650.0
19909,2020-01-18,south,1749.0
19910,2020-01-18,east,1797.0
19911,2020-01-18,west,1650.0
19936,2020-01-19,north,1608.0
19937,2020-01-19,south,1608.0
19938,2020-01-19,east,1575.0
19939,2020-01-19,west,1590.0
19964,2020-01-20,north,1665.0
19965,2020-01-20,south,1596.0
19966,2020-01-20,east,1581.0
19967,2020-01-20,west,1695.0
19992,2020-01-21,north,1647.0
19993,2020-01-21,south,1776.0
19994,2020-01-21,east,1719.0
19995,2020-01-21,west,1578.0
20020,2020-01-22,north,1503.0
20021,2020-01-22,south,1569.0
20022,2020-01-22,east,1731.0
20023,2020-01-22,west,1551.0
20048,2020-01-23,north,1626.0
20049,2020-01-23,south,1518.0
20050,2020-01-23,east,1575.0
20051,2020-01-23,west,1611.0
20076,2020-01-24,north,1629.0
20077,2020-01-24,south,1704.0
20078,2020-01-24,east,1656.0
20079,2020-01-24,west,1554.0
20104,2020-01-25,north,1575.0
20105,2020-01-25,south,1638.0
20106,2020-01-25,east,1635.0
20107,2020-01-25,west,1548.0
20132,2020-01-26,north,1710.0
20133,2020-01-26,south,1584.0
20134,2020-01-26,east,1716.0
20135,2020-01-26,west,1602.0
20160,2020-01-27,north,1569.0
20161,2020-01-27,south,1506.0
20162,2020-01-27,east,1671.0
20163,2020-01-27,west,1584.0
20188,2020-01-28,north,1689.0
20189,2020-01-28,south,1773.0
20190,2020-01-28,east,1647.0
20191,2020-01-28,west,1503.0
20216,2020-01-29,north,1593.0
20217,2020-01-29,south,1506.0
20218,2020-01-29,east,1740.0
20219,2020-01-29,west,1572.0
20244,2020-01-30,north,1620.0
20245,2020-01-30,south,1542.0
20246,2020-01-30,east,1593.0
20247,2020-01-30,west,1500.0
20272,2020-01-31,north,1635.0
20273,2020-01-31,south,1656.0
20274,2020-01-31,east,1779.0
20275,2020-01-31,west,1605.0
20300,2020-02-01,north,1602.0
20301,2020-02-01,south,1794.0
20302,2020-02-01,east,1677.0
20303,2020-02-01,west,1521.0
20328,2020-02-02,north,1707.0
20329,2020-02-02,south,1665.0
20330,2020-02-02,east,1713.0
20331,2020-02-02,west,1659.0
20356,2020-02-03,north,1548.0
20357,2020-02-03,south,1647.0
20358,2020-02-03,east,1764.0
20359,2020-02-03,west,1662.0
20384,2020-02-04,north,1563.0
20385,2020-02-04,south,1755.0
20386,2020-02-04,east,1659.0
20387,2020-02-04,west,1575.0
20412,2020-02-05,north,1716.0
20413,2020-02-05,south,1506.0
20414,2020-02-05,east,1734.0
20415,2020-02-05,west,1704.0
20440,2020-02-06,north,1512.0
20441,2020-02-06,south,1572.0
20442,2020-02-06,east,1782.0
20443,2020-02-06,west,1554.0
20468,2020-02-07,north,1782.0
20469,2020-02-07,south,1701.0
20470,2020-02-07,east,1698.0
20471,2020-02-07,west,1671.0
20496,2020-02-08,north,1584.0
20497,2020-02-08,south,1602.0
20498,2020-02-08,east,1755.0
20499,2020-02-08,west,1614.0
20524,2020-02-09,north,1743.0
20525,2020-02-09,south,1788.0
20526,2020-02-09,east,1644.0
20527,2020-02-09,west,1728.0
20552,2020-02-10,north,1599.0
20553,2020-02-10,south,1689.0
20554,2020-02-10,east,1776.0
20555,2020-02-10,west,1569.0
20580,2020-02-11,north,1791.0
20581,2020-02-11,south,1638.0
20582,2020-02-11,east,1716.0
20583,2020-02-11,west,1788.0
20608,2020-02-12,north,1758.0
20609,2020-02-12,south,1752.0
20610,2020-02-12,east,1599.0
20611,2020-02-12,west,1533.0
20636,2020-02-13,north,1548.0
20637,2020-02-13,south,1800.0
20638,2020-02-13,east,1659.0
20639,2020-02-13,west,1617.0
20664,2020-02-14,north,1746.0
20665,2020-02-14,south,1644.0
20666,2020-02-14,east,1698.0
20667,2020-02-14,west,1533.0
20692,2020-02-15,north,1704.0
20693,2020-02-15,south,1524.0
20694,2020-02-15,east,1545.0
20695,2020-02-15,west,1731.0
20720,2020-02-16,north,1665.0
20721,2020-02-16,south,1791.0
20722,2020-02-16,east,1605.0
20723,2020-02-16,west,1743.0
20748,2020-02-17,north,1677.0
20749,2020-02-17,south,1590.0
20750,2020-02-17,east,1722.0
20751,2020-02-17,west,1743.0
20776,2020-02-18,north,1668.0
20777,2020-02-18,south,1620.0
20778,2020-02-18,east,1704.0
20779,2020-02-18,west,1683.0
20804,2020-02-19,north,1551.0
20805,2020-02-19,south,1650.0
20806,2020-02-19,east,1689.0
20807,2020-02-19,west,1638.0
20832,2020-02-20,north,1518.0
20833,2020-02-20,south,1593.0
20834,2020-02-20,east,1632.0
20835,2020-02-20,west,1602.0
20860,2020-02-21,north,1761.0
20861,2020-02-21,south,1755.0
20862,2020-02-21,east,1581.0
20863,2020-02-21,west,1794.0
20888,2020-02-22,north,1545.0
20889,2020-02-22,south,1689.0
20890,2020-02-22,east,1632.0
20891,2020-02-22,west,1668.0
20916,2020-02-23,north,1638.0
20917,2020-02-23,south,1602.0
20918,2020-02-23,east,1686.0
20919,2020-02-23,west,1776.0
20944,2020-02-24,north,1593.0
20945,2020-02-24,south,1734.0
20946,2020-02-24,east,1608.0
20947,2020-02-24,west,1617.0
20972,2020-02-25,north,1656.0
20973,2020-02-25,south,1722.0
20974,2020-02-25,east,1566.0
20975,2020-02-25,west,1548.0
21000,2020-02-26,north,1545.0
21001,2020-02-26,south,1521.0
21002,2020-02-26,east,1728.0
21003,2020-02-26,west,1668.0
21028,2020-02-27,north,1698.0
21029,2020-02-27,south,1599.0
21030,2020-02-27,east,1581.0
21031,2020-02-27,west,1527.0
21056,2020-02-28,north,1509.0
21057,2020-02-28,south,1686.0
21058,2020-02-28,east,1590.0
21059,2020-02-28,west,1689.0
21084,2020-02-29,north,1671.0
21085,2020-02-29,south,1728.0
21086,2020-02-29,east,1524.0
21087,2020-02-29,west,1656.0
21112,2020-03-01,north,1593.0
21113,2020-03-01,south,1626.0
21114,2020-03-01,east,1626.0
21115,2020-03-01,west,1692.0
21140,2020-03-02,north,1509.0
21141,2020-03-02,south,1788.0
21142,2020-03-02,east,1572.0
21143,2020-03-02,west,1569.0
21168,2020-03-03,north,1632.0
21169,2020-03-03,south,1548.0
21170,2020-03-03,east,1623.0
21171,2020-03-03,west,1506.0
21196,2020-03-04,north,1773.0
21197,2020-03-04,south,1677.0
21198,2020-03-04,east,1638.0
21199,2020-03-04,west,1569.0
21224,2020-03-05,north,1794.0
21225,2020-03-05,south,1764.0
21226,2020-03-05,east,1530.0
21227,2020-03-05,west,1770.0
21252,2020-03-06,north,1623.0
21253,2020-03-06,south,1734.0
21254,2020-03-06,east,1698.0
21255,2020-03-06,west,1503.0
21280,2020-03-07,north,1641.0
21281,2020-03-07,south,1581.0
21282,2020-03-07,east,1797.0
21283,2020-03-07,west,1674.0
21308,2020-03-08,north,1701.0
21309,2020-03-08,south,1590.0
21310,2020-03-08,east,1599.0
21311,2020-03-08,west,1791.0
21336,2020-03-09,north,1719.0
21337,2020-03-09,south,1776.0
21338,2020-03-09,east,1542.0
21339,2020-03-09,west,1740.0
21364,2020-03-10,north,1644.0
21365,2020-03-10,south,1653.0
21366,2020-03-10,east,1797.0
21367,2020-03-10,west,1740.0
21392,2020-03-11,north,1605.0
21393,2020-03-11,south,1584.0
21394,2020-03-11,east,1662.0
21395,2020-03-11,west,1572.0
21420,2020-03-12,north,1635.0
21421,2020-03-12,south,1548.0
21422,2020-03-12,east,1680.0
21423,2020-03-12,west,1767.0
21448,2020-03-13,north,1554.0
21449,2020-03-13,south,1686.0
21450,2020-03-13,east,1749.0
21451,2020-03-13,west,1554.0
21476,2020-03-14,north,1662.0
21477,2020-03-14,south,1557.0
21478,2020-03-14,east,1755.0
21479,2020-03-14,west,1758.0
21504,2020-03-15,north,1500.0
21505,2020-03-15,south,1665.0
21506,2020-03-15,east,1761.0
21507,2020-03-15,west,1626.0
21532,2020-03-16,north,1650.0
21533,2020-03-16,south,1722.0
21534,2020-03-16,east,1641.0
21535,2020-03-16,west,1611.0
21560,2020-03-17,north,1701.0
21561,2020-03-17,south,1701.0
21562,2020-03-17,east,1794.0
21563,2020-03-17,west,1509.0
21588,2020-03-18,north,1566.0
21589,2020-03-18,south,1716.0
21590,2020-03-18,east,1701.0
21591,2020-03-18,west,1605.0
21616,2020-03-19,north,1581.0
21617,2020-03-19,south,1797.0
21618,2020-03-19,east,1725.0
21619,2020-03-19,west,1554.0
21644,2020-03-20,north,1665.0
21645,2020-03-20,south,1641.0
21646,2020-03-20,east,1677.0
21647,2020-03-20,west,1707.0
21672,2020-03-21,north,1575.0
21673,2020-03-21,south,1674.0
21674,2020-03-21,east,1707.0
21675,2020-03-21,west,1710.0
21700,2020-03-22,north,1644.0
21701,2020-03-22,south,1668.0
21702,2020-03-22,east,1674.0
21703,2020-03-22,west,1737.0
21728,2020-03-23,north,1767.0
21729,2020-03-23,south,1620.0
21730,2020-03-23,east,1593.0
21731,2020-03-23,west,1542.0
21756,2020-03-24,north,1548.0
21757,2020-03-24,south,1662.0
21758,2020-03-24,east,1740.0
21759,2020-03-24,west,1572.0
21784,2020-03-25,north,1779.0
21785,2020-03-25,south,1770.0
21786,2020-03-25,east,1623.0
21787,2020-03-25,west,1575.0
21812,2020-03-26,north,1785.0
21813,2020-03-26,south,1671.0
21814,2020-03-26,east,1749.0
21815,2020-03-26,west,1791.0
21840,2020-03-27,north,1713.0
21841,2020-03-27,south,1623.0
21842,2020-03-27,east,1605.0
21843,2020-03-27,west,1566.0
21868,2020-03-28,north,1569.0
21869,2020-03-28,south,1605.0
21870,2020-03-28,east,1728.0
21871,2020-03-28,west,1665.0
21896,2020-03-29,north,1782.0
21897,2020-03-29,south,1800.0
21898,2020-03-29,east,1518.0
21899,2020-03-29,west,1800.0
21924,2020-03-30,north,1515.0
21925,2020-03-30,south,1764.0
21926,2020-03-30,east,1632.0
21927,2020-03-30,west,1608.0
21952,2020-03-31,north,1794.0
21953,2020-03-31,south,1635.0
21954,2020-03-31,east,1572.0
21955,2020-03-31,west,1629.0
21980,2020-04-01,north,1557.0
21981,2020-04-01,south,1536.0
21982,2020-04-01,east,1587.0
21983,2020-04-01,west,1728.0
22008,2020-04-02,north,1779.0
22009,2020-04-02,south,1773.0
22010,2020-04-02,east,1794.0
22011,2020-04-02,west,1503.0
22036,2020-04-03,north,1767.0
22037,2020-04-03,south,1743.0
22038,2020-04-03,east,1560.0
22039,2020-04-03,west,1746.0
22064,2020-04-04,north,1731.0
22065,2020-04-04,south,1692.0
22066,2020-04-04,east,1722.0
22067,2020-04-04,west,1563.0
22092,2020-04-05,north,1797.0
22093,2020-04-05,south,1755.0
22094,2020-04-05,east,1611.0
22095,2020-04-05,west,1635.0
22120,2020-04-06,north,1752.0
22121,2020-04-06,south,1749.0
22122,2020-04-06,east,1782.0
22123,2020-04-06,west,1521.0
22148,2020-04-07,north,1752.0
22149,2020-04-07,south,1686.0
22150,2020-04-07,east,1500.0
22151,2020-04-07,west,1785.0
22176,2020-04-08,north,1611.0
22177,2020-04-08,south,1794.0
22178,2020-04-08,east,1734.0
22179,2020-04-08,west,1659.0
22204,2020-04-09,north,1650.0
22205,2020-04-09,south,1587.0
22206,2020-04-09,east,1629.0
22207,2020-04-09,west,1506.0
22232,2020-04-10,north,1794.0
22233,2020-04-10,south,1551.0
22234,2020-04-10,east,1503.0
22235,2020-04-10,west,1776.0
22260,2020-04-11,north,1659.0
22261,2020-04-11,south,1590.0
22262,2020-04-11,east,1515.0
22263,2020-04-11,west,1506.0
22288,2020-04-12,north,1722.0
22289,2020-04-12,south,1512.0
22290,2020-04-12,east,1773.0
22291,2020-04-12,west,1635.0
22316,2020-04-13,north,1548.0
22317,2020-04-13,south,1692.0
22318,2020-04-13,east,1698.0
22319,2020-04-13,west,1755.0
22344,2020-04-14,north,1521.0
22345,2020-04-14,south,1593.0
22346,2020-04-14,east,1644.0
22347,2020-04-14,west,1587.0
22372,2020-04-15,north,1800.0
22373,2020-04-15,south,1788.0
22374,2020-04-15,east,1764.0
22375,2020-04-15,west,1650.0
22400,2020-04-16,north,1704.0
22401,2020-04-16,south,1659.0
22402,2020-04-16,east,1644.0
22403,2020-04-16,west,1500.0
22428,2020-04-17,north,1734.0
22429,2020-04-17,south,1617.0
22430,2020-04-17,east,1584.0
22431,2020-04-17,west,1569.0
22456,2020-04-18,north,1623.0
22457,2020-04-18,south,1500.0
22458,2020-04-18,east,1578.0
22459,2020-04-18,west,1590.0
22484,2020-04-19,north,1761.0
22485,2020-04-19,south,1728.0
22486,2020-04-19,east,1716.0
22487,2020-04-19,west,1704.0
22512,2020-04-20,north,1665.0
22513,2020-04-20,south,1515.0
22514,2020-04-20,east,1725.0
22515,2020-04-20,west,1695.0
22540,2020-04-21,north,1755.0
22541,2020-04-21,south,1521.0
22542,2020-04-21,east,1629.0
22543,2020-04-21,west,1686.0
22568,2020-04-22,north,1614.0
22569,2020-04-22,south,1614.0
22570,2020-04-22,east,1569.0
22571,2020-04-22,west,1527.0
22596,2020-04-23,north,1764.0
22597,2020-04-23,south,1524.0
22598,2020-04-23,east,1611.0
22599,2020-04-23,west,1785.0
22624,2020-04-24,north,1716.0
22625,2020-04-24,south,1692.0
22626,2020-04-24,east,1506.0
22627,2020-04-24,west,1533.0
22652,2020-04-25,north,1638.0
22653,2020-04-25,south,1638.0
22654,2020-04-25,east,1755.0
22655,2020-04-25,west,1545.0
22680,2020-04-26,north,1512.0
22681,2020-04-26,south,1593.0
22682,2020-04-26,east,1674.0
22683,2020-04-26,west,1719.0
22708,2020-04-27,north,1530.0
22709,2020-04-27,south,1593.0
22710,2020-04-27,east,1641.0
22711,2020-04-27,west,1575.0
22736,2020-04-28,north,1788.0
22737,2020-04-28,south,1749.0
22738,2020-04-28,east,1581.0
22739,2020-04-28,west,1524.0
22764,2020-04-29,north,1680.0
22765,2020-04-29,south,1674.0
22766,2020-04-29,east,1773.0
22767,2020-04-29,west,1674.0
22792,2020-04-30,north,1779.0
22793,2020-04-30,south,1569.0
22794,2020-04-30,east,1590.0
22795,2020-04-30,west,1689.0
22820,2020-05-01,north,1755.0
22821,2020-05-01,south,1752.0
22822,2020-05-01,east,1641.0
22823,2020-05-01,west,1605.0
22848,2020-05-02,north,1587.0
22849,2020-05-02,south,1521.0
22850,2020-05-02,east,1605.0
22851,2020-05-02,west,1557.0
22876,2020-05-03,north,1680.0
22877,2020-05-03,south,1566.0
22878,2020-05-03,east,1719.0
22879,2020-05-03,west,1563.0
22904,2020-05-04,north,1569.0
22905,2020-05-04,south,1608.0
22906,2020-05-04,east,1578.0
22907,2020-05-04,west,1641.0
22932,2020-05-05,north,1587.0
22933,2020-05-05,south,1674.0
22934,2020-05-05,east,1500.0
22935,2020-05-05,west,1686.0
22960,2020-05-06,north,1521.0
22961,2020-05-06,south,1683.0
22962,2020-05-06,east,1767.0
22963,2020-05-06,west,1776.0
22988,2020-05-07,north,1557.0
22989,2020-05-07,south,1623.0
22990,2020-05-07,east,1557.0
22991,2020-05-07,west,1746.0
23016,2020-05-08,north,1680.0
23017,2020-05-08,south,1587.0
23018,2020-05-08,east,1695.0
23019,2020-05-08,west,1629.0
23044,2020-05-09,north,1674.0
23045,2020-05-09,south,1620.0
23046,2020-05-09,east,1560.0
23047,2020-05-09,west,1590.0
23072,2020-05-10,north,1623.0
23073,2020-05-10,south,1689.0
23074,2020-05-10,east,1656.0
23075,2020-05-10,west,1695.0
